Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimID
Aug,4.0,Thursday,Dodge,Urban,Thursday,Aug,,Male,Married,45.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,11664.0,3.0,400.0,,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,,3 to 5,no change,1 vehicle,2021.0,Collision,11663
jul,4.0,thursday,pontiac,urban,thursday,,4.0,male,married,23.0,third party,sedan - all perils,sedan,20000 to 29000,11665.0,2.0,400.0,4.0,more than 30,more than 30,1,5 years,26 to 30,no,no,external,none,no change,1 vehicle,2021.0,all perils,11664
May,3.0,Friday,,Urban,Monday,May,4.0,Male,Single,35.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11666.0,4.0,400.0,3.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,,no change,1 vehicle,2021.0,All Perils,11665
feb,,monday,toyota,urban,wednesday,may,4.0,male,single,30.0,policy holder,sedan - liability,sport,20000 to 29000,11667.0,15.0,400.0,1.0,more than 30,more than 30,2 to 4,6 years,31 to 35,no,no,external,3 to 5,no change,1 vehicle,2021.0,liability,11666
Apr,,Thursday,,Urban,Thursday,Jun,1.0,Male,Married,40.0,Policy Holder,Sedan - Collision,,,11668.0,1.0,,3.0,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,,none,no change,1 vehicle,2021.0,Collision,11667
Jan,3.0,Monday,Toyota,Urban,,Jan,3.0,,Married,33.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11669.0,11.0,400.0,3.0,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,,2021.0,Collision,11668
Oct,3.0,,Chevrolet,Urban,,Oct,,Female,Married,35.0,Third Party,Sedan - All Perils,,20000 to 29000,,9.0,400.0,2.0,more than 30,more than 30,1,,31 to 35,No,No,External,,no change,1 vehicle,2021.0,All Perils,11669
Jan,1.0,Monday,Honda,,Wednesday,Jan,1.0,,Single,29.0,Policy Holder,Sedan - Liability,Sport,,11671.0,9.0,400.0,1.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,2021.0,Liability,11670
Jul,3.0,Sunday,Chevrolet,,Monday,Jul,3.0,Male,Married,64.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11672.0,7.0,400.0,3.0,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,,External,1 to 2,no change,1 vehicle,2021.0,Liability,11671
Aug,,Monday,Pontiac,Urban,Wednesday,Oct,1.0,Male,Married,61.0,,Sedan - Collision,Sedan,20000 to 29000,11673.0,16.0,,2.0,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,,,11672
,5.0,Monday,Toyota,Urban,Monday,,5.0,Male,Married,52.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11674.0,1.0,400.0,2.0,more than 30,more than 30,1,,41 to 50,No,No,External,more than 5,no change,1 vehicle,2021.0,Liability,11673
,4.0,tuesday,pontiac,urban,tuesday,nov,4.0,male,married,,policy holder,sedan - liability,sport,20000 to 29000,,12.0,400.0,3.0,more than 30,more than 30,1,more than 7,,no,no,external,more than 5,no change,1 vehicle,2021.0,liability,11674
Apr,3.0,Thursday,Honda,Urban,Monday,Apr,4.0,Female,Married,55.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11676.0,13.0,400.0,1.0,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,3 to 5,,1 vehicle,2021.0,Liability,11675
Apr,3.0,Thursday,Toyota,Urban,Wednesday,Apr,4.0,Male,Married,49.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11677.0,15.0,400.0,1.0,15 to 30,15 to 30,none,5 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,2021.0,All Perils,11676
may,1.0,sunday,,,thursday,,1.0,male,married,77.0,policy holder,sedan - collision,sedan,,11678.0,,400.0,3.0,more than 30,more than 30,none,more than 7,over 65,no,no,external,none,no change,1 vehicle,2021.0,collision,11677
May,1.0,Monday,Dodge,Urban,Tuesday,May,2.0,Male,Married,54.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11679.0,12.0,400.0,3.0,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,,Liability,11678
sep,2.0,sunday,pontiac,urban,friday,oct,3.0,male,married,57.0,policy holder,sedan - all perils,sedan,20000 to 29000,11680.0,4.0,500.0,4.0,more than 30,more than 30,none,more than 7,51 to 65,no,no,external,more than 5,2 to 3 years,1 vehicle,2021.0,all perils,11679
Aug,4.0,Tuesday,Chevrolet,,Tuesday,Aug,4.0,Male,Single,26.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11681.0,16.0,400.0,3.0,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,,2021.0,,11680
Apr,3.0,Thursday,Mazda,Urban,Wednesday,May,2.0,Male,Single,24.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11682.0,4.0,400.0,4.0,more than 30,more than 30,none,5 years,26 to 30,No,No,External,,no change,1 vehicle,,All Perils,11681
nov,5.0,monday,honda,urban,wednesday,nov,5.0,male,married,49.0,policy holder,sedan - collision,sedan,more than 69000,11683.0,16.0,400.0,2.0,more than 30,,1,7 years,41 to 50,no,no,external,more than 5,no change,,2021.0,collision,11682
Dec,4.0,Saturday,Pontiac,Urban,Thursday,Dec,,Male,Married,45.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,11684.0,1.0,400.0,4.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,2021.0,Collision,11683
apr,5.0,saturday,mazda,urban,wednesday,may,4.0,male,married,21.0,,sedan - all perils,sedan,20000 to 29000,11685.0,15.0,400.0,3.0,more than 30,more than 30,2 to 4,,26 to 30,yes,no,external,none,no change,1 vehicle,2021.0,all perils,11684
jul,3.0,saturday,mazda,rural,,,4.0,,married,42.0,policy holder,,sport,30000 to 39000,11686.0,13.0,400.0,,more than 30,more than 30,1,7 years,,no,,external,more than 5,no change,3 to 4,2021.0,liability,11685
aug,4.0,thursday,pontiac,urban,friday,aug,,male,,38.0,third party,,sedan,30000 to 39000,11687.0,13.0,400.0,2.0,more than 30,more than 30,,7 years,36 to 40,yes,no,external,none,no change,1 vehicle,2021.0,collision,11686
Oct,3.0,Saturday,Toyota,Urban,Monday,Oct,3.0,,Married,42.0,Third Party,Sedan - Liability,Sport,20000 to 29000,11688.0,9.0,700.0,,more than 30,more than 30,,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,2021.0,Liability,11687
dec,1.0,,mazda,,thursday,dec,3.0,male,,44.0,policy holder,sedan - liability,sport,30000 to 39000,11689.0,15.0,400.0,1.0,more than 30,more than 30,2 to 4,7 years,36 to 40,no,no,external,1 to 2,no change,1 vehicle,2021.0,liability,11688
aug,2.0,sunday,honda,urban,wednesday,nov,1.0,male,married,48.0,policy holder,sport - collision,sport,more than 69000,11690.0,15.0,400.0,4.0,,,none,7 years,41 to 50,no,,external,none,no change,1 vehicle,2021.0,collision,11689
Apr,,Friday,Toyota,,Monday,Apr,4.0,Male,Married,46.0,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,11691.0,16.0,400.0,,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,2021.0,Collision,11690
Jun,,Tuesday,Toyota,Urban,Monday,Jun,2.0,Male,,39.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11692.0,8.0,400.0,3.0,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,2021.0,Collision,11691
jan,4.0,monday,pontiac,urban,tuesday,jan,4.0,male,married,43.0,policy holder,sedan - all perils,sedan,30000 to 39000,11693.0,15.0,400.0,1.0,more than 30,more than 30,2 to 4,7 years,36 to 40,no,no,external,none,no change,1 vehicle,2021.0,all perils,11692
jun,4.0,monday,chevrolet,,wednesday,jun,5.0,male,,27.0,,sedan - collision,sedan,30000 to 39000,11694.0,9.0,400.0,3.0,more than 30,more than 30,more than 4,7 years,31 to 35,no,,external,1 to 2,no change,1 vehicle,2021.0,collision,11693
sep,3.0,thursday,chevrolet,urban,monday,sep,3.0,male,married,31.0,policy holder,sedan - liability,sport,,11695.0,5.0,400.0,3.0,more than 30,more than 30,2 to 4,7 years,31 to 35,no,no,external,none,no change,1 vehicle,2021.0,liability,11694
Apr,4.0,Friday,Honda,,Wednesday,Jun,2.0,Male,Single,25.0,Third Party,Sedan - Collision,Sedan,less than 20000,11696.0,8.0,400.0,4.0,,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,2021.0,Collision,11695
,4.0,sunday,toyota,urban,monday,,4.0,male,married,53.0,policy holder,sedan - all perils,sedan,less than 20000,11697.0,3.0,400.0,1.0,more than 30,more than 30,none,6 years,,no,no,,,no change,1 vehicle,2021.0,all perils,11696
jul,5.0,friday,accura,urban,monday,sep,2.0,male,married,35.0,policy holder,sedan - all perils,sedan,30000 to 39000,11698.0,14.0,400.0,2.0,more than 30,,2 to 4,7 years,31 to 35,no,no,external,more than 5,,2 vehicles,2021.0,all perils,11697
sep,4.0,wednesday,pontiac,urban,monday,oct,2.0,,,60.0,policy holder,sedan - all perils,sedan,30000 to 39000,11699.0,10.0,400.0,2.0,more than 30,more than 30,more than 4,more than 7,51 to 65,no,no,external,more than 5,no change,1 vehicle,,all perils,11698
Oct,4.0,Thursday,Mazda,Urban,Thursday,Oct,,Female,Married,45.0,,Sedan - Liability,Sport,30000 to 39000,11700.0,3.0,400.0,1.0,more than 30,more than 30,2 to 4,,36 to 40,No,No,External,none,no change,,2021.0,Liability,11699
oct,4.0,wednesday,pontiac,urban,wednesday,nov,1.0,male,married,,third party,sedan - all perils,,20000 to 29000,11701.0,15.0,400.0,4.0,,more than 30,1,more than 7,36 to 40,,no,external,none,no change,1 vehicle,2021.0,all perils,11700
Oct,1.0,Tuesday,Ford,Urban,Tuesday,Oct,1.0,Male,Married,45.0,Third Party,Sedan - Liability,Sport,40000 to 59000,11702.0,5.0,400.0,4.0,,more than 30,2 to 4,7 years,36 to 40,No,,External,more than 5,no change,1 vehicle,2021.0,Liability,11701
Jan,3.0,Saturday,Honda,Urban,,,,,Married,48.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11703.0,1.0,400.0,2.0,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,2021.0,Collision,11702
Jan,2.0,Friday,Pontiac,,,Jan,3.0,Male,Married,37.0,Third Party,Sedan - All Perils,Sedan,30000 to 39000,11704.0,7.0,400.0,4.0,more than 30,more than 30,1,,36 to 40,,No,,more than 5,no change,1 vehicle,2021.0,All Perils,11703
Apr,4.0,Thursday,Ford,Urban,Thursday,Jun,1.0,Male,,55.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11705.0,2.0,400.0,3.0,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,,Liability,11704
,5.0,monday,toyota,urban,thursday,jun,1.0,male,married,80.0,policy holder,sedan - collision,sedan,20000 to 29000,,12.0,400.0,,,,more than 4,more than 7,over 65,no,no,external,more than 5,no change,1 vehicle,2021.0,collision,11705
,4.0,saturday,pontiac,urban,friday,,1.0,,married,32.0,policy holder,sedan - collision,sedan,20000 to 29000,11707.0,6.0,400.0,4.0,more than 30,more than 30,1,6 years,31 to 35,no,no,external,more than 5,no change,1 vehicle,2021.0,collision,11706
Jul,,Sunday,Pontiac,Urban,Monday,Jul,2.0,Male,Divorced,56.0,Policy Holder,Sedan - Collision,,20000 to 29000,,4.0,,,more than 30,more than 30,1,more than 7,,No,No,External,none,no change,1 vehicle,2021.0,,11707
Jul,,Thursday,Toyota,,Friday,Jul,2.0,Male,,36.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11709.0,1.0,,1.0,more than 30,,,7 years,36 to 40,No,No,External,none,,1 vehicle,2021.0,Liability,11708
Nov,1.0,Wednesday,,Urban,Friday,Nov,1.0,Male,Single,42.0,Policy Holder,Sedan - Liability,,30000 to 39000,11710.0,,400.0,1.0,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,,1 vehicle,2021.0,Liability,11709
nov,1.0,wednesday,pontiac,urban,friday,nov,3.0,male,married,,policy holder,sedan - collision,sedan,20000 to 29000,11711.0,5.0,400.0,3.0,more than 30,more than 30,none,more than 7,36 to 40,no,no,external,none,no change,1 vehicle,2021.0,collision,11710
Sep,2.0,Wednesday,Pontiac,Urban,Tuesday,Sep,3.0,,Married,38.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11712.0,14.0,400.0,2.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,2021.0,All Perils,11711
,,Tuesday,Ford,Urban,Tuesday,Dec,1.0,Male,Married,39.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11713.0,11.0,400.0,3.0,more than 30,,2 to 4,more than 7,,No,No,External,more than 5,no change,,2021.0,Liability,11712
May,2.0,Wednesday,Chevrolet,Urban,Monday,May,4.0,Male,,34.0,Third Party,Sedan - Liability,Sport,30000 to 39000,11714.0,10.0,,4.0,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,2021.0,Liability,11713
,2.0,Tuesday,,Urban,Monday,Dec,3.0,Male,Married,,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11715.0,4.0,400.0,2.0,more than 30,,,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,2021.0,Liability,11714
May,3.0,Sunday,Mazda,Urban,Wednesday,May,3.0,Female,Married,40.0,,Sedan - Collision,Sedan,more than 69000,11716.0,,400.0,,more than 30,more than 30,2 to 4,,36 to 40,No,No,External,none,no change,1 vehicle,2021.0,Collision,11715
May,3.0,Saturday,Pontiac,Urban,Friday,May,4.0,Female,Single,50.0,Third Party,Sedan - All Perils,Sedan,30000 to 39000,11717.0,8.0,,1.0,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,2021.0,All Perils,11716
sep,5.0,saturday,honda,urban,monday,oct,1.0,female,single,24.0,policy holder,sedan - collision,sedan,20000 to 29000,,7.0,400.0,2.0,more than 30,more than 30,none,5 years,26 to 30,no,no,external,none,no change,1 vehicle,2021.0,collision,11717
Jul,3.0,Tuesday,Honda,Rural,Friday,,2.0,Male,Single,35.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11719.0,4.0,400.0,1.0,more than 30,more than 30,none,6 years,31 to 35,No,,External,none,4 to 8 years,2 vehicles,,All Perils,11718
Oct,3.0,Friday,Pontiac,Urban,,Oct,3.0,Male,Single,27.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,5.0,400.0,1.0,more than 30,more than 30,,6 years,31 to 35,,No,External,none,no change,1 vehicle,2021.0,Collision,11719
jun,,thursday,pontiac,rural,tuesday,jul,1.0,male,married,45.0,policy holder,sedan - collision,sedan,20000 to 29000,,3.0,400.0,2.0,more than 30,more than 30,2 to 4,7 years,36 to 40,no,no,external,none,no change,1 vehicle,2021.0,,11720
jun,3.0,monday,mercury,urban,wednesday,jun,4.0,male,married,33.0,policy holder,sedan - liability,sport,,,6.0,400.0,2.0,more than 30,more than 30,,6 years,,no,no,external,none,,1 vehicle,2021.0,liability,11721
Nov,4.0,Tuesday,Ford,Urban,Friday,,3.0,Male,Married,46.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,11723.0,3.0,400.0,2.0,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,2021.0,All Perils,11722
nov,1.0,sunday,pontiac,rural,tuesday,nov,2.0,female,single,,policy holder,sedan - liability,sport,,11724.0,11.0,400.0,1.0,more than 30,more than 30,2 to 4,6 years,31 to 35,no,no,external,none,,1 vehicle,2021.0,liability,11723
Oct,5.0,Saturday,Toyota,Urban,Monday,Jan,3.0,Male,Married,37.0,Policy Holder,Sedan - Collision,Sedan,,11725.0,8.0,400.0,3.0,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,2021.0,Collision,11724
Oct,1.0,Sunday,Toyota,Urban,,Oct,3.0,Male,Married,37.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11726.0,14.0,400.0,2.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,,External,none,no change,1 vehicle,,Liability,11725
Aug,3.0,Thursday,Pontiac,Urban,Monday,Aug,4.0,Male,Married,51.0,Policy Holder,Sedan - Collision,Sedan,more than 69000,11727.0,9.0,400.0,4.0,more than 30,more than 30,none,,41 to 50,No,No,External,none,no change,3 to 4,,Collision,11726
jul,5.0,,chevrolet,urban,monday,,2.0,male,married,,third party,sedan - all perils,sedan,20000 to 29000,11728.0,11.0,400.0,3.0,more than 30,more than 30,1,more than 7,over 65,,no,external,more than 5,no change,1 vehicle,2021.0,all perils,11727
apr,4.0,,mazda,urban,tuesday,may,1.0,male,single,21.0,third party,sedan - collision,sedan,20000 to 29000,11729.0,10.0,400.0,1.0,more than 30,more than 30,more than 4,5 years,26 to 30,no,no,external,1 to 2,no change,1 vehicle,2021.0,collision,11728
Apr,3.0,Saturday,Honda,Urban,Monday,Apr,3.0,Male,,34.0,Policy Holder,Sedan - Collision,,20000 to 29000,11730.0,,400.0,,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,,Collision,11729
jan,3.0,tuesday,chevrolet,urban,tuesday,jan,3.0,male,married,58.0,policy holder,sedan - liability,sport,20000 to 29000,11731.0,11.0,500.0,3.0,more than 30,more than 30,none,more than 7,51 to 65,no,no,,none,2 to 3 years,1 vehicle,2021.0,liability,11730
,2.0,,Mazda,Urban,,Jan,2.0,Male,Married,,Third Party,Sport - Collision,Sport,,11732.0,13.0,400.0,4.0,more than 30,,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,2021.0,Collision,11731
apr,3.0,tuesday,chevrolet,urban,tuesday,,3.0,male,,65.0,policy holder,sedan - collision,,20000 to 29000,11733.0,6.0,400.0,1.0,more than 30,more than 30,2 to 4,,51 to 65,no,no,external,none,no change,1 vehicle,2021.0,collision,11732
,1.0,Wednesday,Mazda,Urban,Wednesday,Aug,4.0,Male,Married,63.0,Policy Holder,Sedan - All Perils,Sedan,,11734.0,6.0,400.0,1.0,,more than 30,2 to 4,,51 to 65,,,External,none,no change,1 vehicle,2021.0,All Perils,11733
sep,4.0,sunday,toyota,,monday,sep,4.0,male,,27.0,policy holder,sedan - collision,,20000 to 29000,11735.0,4.0,400.0,,more than 30,more than 30,more than 4,7 years,31 to 35,no,no,external,more than 5,no change,1 vehicle,2021.0,collision,11734
Sep,4.0,,Chevrolet,Urban,Monday,Sep,4.0,Male,Married,27.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11736.0,8.0,400.0,3.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,2021.0,Collision,11735
Sep,4.0,,Honda,Urban,Wednesday,Sep,4.0,Male,Married,30.0,Policy Holder,Sedan - Collision,,20000 to 29000,11737.0,10.0,400.0,2.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,,no change,,2021.0,Collision,11736
oct,1.0,tuesday,mazda,urban,tuesday,oct,1.0,male,single,32.0,policy holder,sedan - liability,,20000 to 29000,11738.0,14.0,400.0,2.0,,more than 30,2 to 4,,31 to 35,no,no,,none,no change,1 vehicle,2021.0,liability,11737
Apr,4.0,Saturday,Toyota,Urban,Monday,Apr,4.0,Male,Married,31.0,Third Party,Sedan - All Perils,Sedan,less than 20000,11739.0,6.0,400.0,4.0,,more than 30,1,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,2021.0,All Perils,11738
Oct,1.0,Thursday,Pontiac,Urban,Tuesday,Oct,3.0,Male,Married,,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11740.0,9.0,400.0,,more than 30,more than 30,1,7 years,31 to 35,No,No,External,,1 year,2 vehicles,2021.0,Collision,11739
oct,1.0,monday,chevrolet,rural,thursday,oct,1.0,male,married,29.0,policy holder,,sedan,,11741.0,12.0,400.0,1.0,more than 30,more than 30,more than 4,7 years,31 to 35,no,no,external,3 to 5,no change,1 vehicle,2021.0,collision,11740
sep,5.0,friday,pontiac,urban,monday,oct,4.0,male,single,35.0,policy holder,sedan - collision,sedan,20000 to 29000,,8.0,400.0,,more than 30,,none,,31 to 35,no,no,external,1 to 2,no change,1 vehicle,2021.0,collision,11741
sep,,monday,honda,urban,,oct,1.0,male,single,,third party,sedan - collision,sedan,20000 to 29000,11743.0,,400.0,3.0,more than 30,more than 30,2 to 4,more than 7,41 to 50,no,no,external,more than 5,no change,1 vehicle,2021.0,collision,11742
Jun,2.0,Saturday,Toyota,Urban,,Jun,3.0,Male,,,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11744.0,12.0,400.0,2.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,2021.0,Liability,11743
apr,,monday,pontiac,urban,tuesday,jun,,male,single,44.0,policy holder,sedan - all perils,sedan,less than 20000,11745.0,15.0,400.0,2.0,,more than 30,1,,,,no,,none,no change,1 vehicle,2021.0,all perils,11744
oct,2.0,monday,pontiac,urban,monday,oct,3.0,female,single,29.0,third party,sedan - collision,sedan,20000 to 29000,11746.0,,400.0,2.0,more than 30,more than 30,none,5 years,31 to 35,no,,external,1 to 2,no change,1 vehicle,2021.0,collision,11745
oct,2.0,friday,honda,urban,tuesday,oct,2.0,,,38.0,policy holder,sedan - collision,sedan,,11747.0,16.0,400.0,4.0,more than 30,more than 30,2 to 4,7 years,36 to 40,no,no,external,3 to 5,no change,1 vehicle,2021.0,collision,11746
Aug,1.0,Thursday,,Urban,Thursday,Aug,3.0,Male,Married,54.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,11748.0,12.0,400.0,1.0,more than 30,more than 30,none,7 years,41 to 50,No,No,External,,no change,1 vehicle,2021.0,Collision,11747
,4.0,Monday,Pontiac,Urban,Wednesday,Mar,1.0,Male,Married,,Third Party,Sedan - Collision,Sedan,,11749.0,15.0,400.0,1.0,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,2021.0,Collision,11748
Dec,5.0,Thursday,Toyota,Urban,Friday,,2.0,,Married,52.0,Third Party,Sedan - Liability,Sport,20000 to 29000,,13.0,700.0,3.0,more than 30,,2 to 4,more than 7,41 to 50,No,,External,more than 5,no change,1 vehicle,,Liability,11749
